ss_number,first_name,last_name,email,birthday,gender,city,sys,dia,overweight
8492509716,Alex,Elacoate,aelacoate7a@purevolume.com,1/3/1947,Female,Bilbao,135.3023,65,false
7997271481,West,Ghiraldi,wghiraldi7b@omniture.com,6/17/1968,Male,Sevilla,133.7992,102,false
8516216292,Panchito,Grinishin,pgrinishin7c@goo.gl,6/23/1947,Male,Valencia,162.5202,118,true
1349007021,Elvina,Ricioppo,ericioppo7d@mediafire.com,5/27/1979,Female,Bilbao,173.5017,106,true
6111365150,Judie,Aggio,jaggio7e@sohu.com,7/1/1942,Female,Bilbao,181.7094,88,false
7586483787,Fianna,Pamphilon,fpamphilon7f@howstuffworks.com,,,,136.7352,66,true
7600116863,Julie,Autrie,jautrie7g@jalbum.net,9/5/1956,Male,Sevilla,106.8719,111,false
4164004940,Verile,Zumbusch,vzumbusch7h@mit.edu,6/21/1952,Female,Madrid,161.4668,119,true
4117814583,Sandie,Ratnege,sratnege7i@umich.edu,3/10/1977,Female,Valencia,181.1133,70,true
3744095886,Mauricio,Ogbourne,mogbourne7j@comsenz.com,10/11/1965,Male,Valencia,125.6392,98,true
2214290125,Yale,Briiginshaw,ybriiginshaw7k@amazon.de,2/18/1941,Male,Barcelona,182.3838,100,false
6496526540,Cissy,Brook,cbrook7l@delicious.com,11/17/1970,Female,Bilbao,132.4113,88,false
2690996839,Haskel,Cartmail,hcartmail7m@live.com,4/22/1971,Male,Madrid,97.7173,86,false
1592010881,Tracie,Lovekin,tlovekin7n@aboutads.info,,,,134.3928,89,false
7752419435,Marj,Pestricke,mpestricke7o@jugem.jp,8/13/1961,Female,Bilbao,168.6022,77,true
3850684717,Cleo,Stollard,cstollard7p@tumblr.com,10/15/1976,Female,Barcelona,169.4633,90,false
1393097189,Byrann,Randales,brandales7q@lycos.com,4/26/1952,Male,Sevilla,96.5048,80,true
0792858395,Caz,Evins,cevins7r@exblog.jp,6/6/1979,Male,Sevilla,144.175,117,false
8924512692,Tatiania,Friberg,tfriberg7s@skype.com,3/11/1979,Female,Sevilla,172.5271,102,false
8586466638,Dorita,Cutbirth,dcutbirth7t@msn.com,7/8/1975,Female,Sevilla,89.2876,115,false
9319341117,Lee,Runcie,lruncie7u@smugmug.com,12/7/1970,Male,Sevilla,102.437,81,false
8078795467,Alwyn,Scrimshire,ascrimshire7v@i2i.jp,12/31/1944,Male,Barcelona,189.3865,61,false
6900689779,Eden,Woodham,ewoodham7w@gravatar.com,7/22/1949,Female,Barcelona,137.1723,65,false
7633051256,Hagen,Triggs,htriggs7x@ow.ly,12/4/1966,Male,Bilbao,116.4924,90,true
2557949183,Far,Treadgold,ftreadgold7y@scientificamerican.com,11/27/1961,Male,Barcelona,87.8749,72,false
8586293458,Cirstoforo,Slader,cslader7z@auda.org.au,1/20/1957,Male,Sevilla,140.8779,90,false
8422891042,Aubert,Kidds,akidds80@squidoo.com,12/26/1951,Male,Valencia,142.3495,116,true
4337210997,Phillie,Janek,pjanek81@google.pl,3/4/1955,Female,Bilbao,184.3329,89,true
8911121010,Carilyn,Struys,cstruys82@indiatimes.com,5/7/1947,Female,Bilbao,176.9305,101,false
0090631307,Tarrance,Arboine,tarboine83@marriott.com,3/11/1951,Male,Barcelona,126.8019,98,false
9220783037,Nelie,Vickerstaff,nvickerstaff84@phpbb.com,9/21/1971,Female,Bilbao,75.9739,75,false
6532270911,Dallas,Werndly,dwerndly85@yahoo.co.jp,11/3/1970,Male,Sevilla,126.3652,118,true
4454149771,Auguste,Edes,aedes86@sbwire.com,7/28/1966,Female,Sevilla,143.5899,74,false
3590071443,Rockwell,Nash,rnash87@tripod.com,10/9/1976,Male,Barcelona,184.529,112,
2885611499,Aleece,Laytham,alaytham88@sciencedaily.com,8/22/1976,Female,Sevilla,150.6121,71,true
7653451527,Rhett,Gurwood,rgurwood89@hostgator.com,12/18/1954,Male,Sevilla,88.1611,68,false
4477739958,Nancie,Millership,nmillership8a@unicef.org,10/23/1952,Female,Madrid,141.0712,81,true
1827726466,Jean,Postill,jpostill8b@mediafire.com,6/10/1946,Male,Barcelona,162.2704,109,true
2191923224,Glynis,Furley,gfurley8c@unesco.org,7/9/1971,Female,Valencia,133.8718,99,false
5073200233,Gannon,Ferentz,gferentz8d@zimbio.com,2/22/1953,Male,Valencia,82.4011,111,true
3816016413,Bobbe,Hinkley,bhinkley8e@ca.gov,11/3/1942,Female,Valencia,91.0232,65,false
2108743952,Tye,Ceeley,tceeley8f@miitbeian.gov.cn,5/10/1970,,,163.8025,92,false
7370149056,Debee,Tiller,dtiller8g@chron.com,,Female,Sevilla,144.5218,75,false
2465583395,Margie,Birds,mbirds8h@amazon.com,8/7/1956,Female,Madrid,84.0349,86,false
8868450674,Emma,Feldmann,efeldmann8i@sakura.ne.jp,7/14/1960,Female,Bilbao,160.5268,74,true
7596015964,Nedi,Dradey,ndradey8j@china.com.cn,6/7/1967,Female,Valencia,94.8317,62,true
7786287035,Cornelle,Blackmoor,cblackmoor8k@flickr.com,8/29/1973,Female,Valencia,144.7813,88,true
4134640989,Koren,Langdon,klangdon8l@blogs.com,4/29/1942,Female,Bilbao,175.1507,120,false
4378771497,Ulberto,Sute,usute8m@studiopress.com,12/2/1969,Male,Bilbao,71.1133,110,true
3690878438,Alana,Jarrard,ajarrard8n@sbwire.com,4/19/1966,Female,Valencia,137.5157,67,true
2111511978,Guglielmo,Ringwood,gringwood8o@dmoz.org,11/10/1974,Male,Bilbao,162.9361,107,true
8774729519,Arvy,Garton,agarton8p@vinaora.com,3/14/1944,Male,Madrid,75.1624,73,false
7796228996,Read,Bayless,rbayless8q@techcrunch.com,9/12/1944,Male,Barcelona,108.9254,61,true
4191051989,Flossy,Baignard,fbaignard8r@bizjournals.com,1/12/1962,,,124.6243,61,
0309121485,Fletcher,Husband,fhusband8s@netlog.com,3/18/1961,,,141.4467,60,true
6988755098,Porter,Labeuil,plabeuil8t@github.com,11/26/1969,Male,Valencia,100.304,91,
0135807794,Karole,Gelardi,kgelardi8u@sun.com,11/27/1943,Female,Sevilla,148.5591,73,true
6903599371,Victor,Downage,vdownage8v@yahoo.co.jp,6/11/1960,Male,Bilbao,149.5964,72,false
7669131071,Sibylle,Borgne,sborgne8w@chron.com,11/24/1951,Female,Madrid,182.8885,90,true
3647851043,Fedora,Grigoletti,fgrigoletti8x@ft.com,8/3/1958,Female,Valencia,165.2803,63,false
9441232823,Rosetta,Harriott,rharriott8y@twitpic.com,,Female,Bilbao,185.9172,91,true
5219600133,Deirdre,Godrich,dgodrich8z@theglobeandmail.com,12/6/1974,Female,Barcelona,81.8846,82,false
5567092733,Tabbitha,Wenden,twenden90@wordpress.com,3/14/1948,Female,Barcelona,153.8808,87,true
4389897349,Bekki,McLoughlin,bmcloughlin91@dedecms.com,2/26/1942,Female,Bilbao,151.9021,95,false
5978561346,Nehemiah,Rashleigh,nrashleigh92@dot.gov,1/18/1954,Male,Madrid,153.3155,82,true
5949468686,Mellisent,Marran,mmarran93@reuters.com,9/24/1976,Female,Madrid,180.2946,93,true
6791469595,James,Jansens,jjansens94@edublogs.org,6/8/1956,Male,Barcelona,135.3919,87,true
7298735632,Lisbeth,Heistermann,lheistermann95@bravesites.com,1/6/1942,Female,Valencia,144.6312,69,true
2980440051,Amery,Normanville,anormanville96@hhs.gov,3/2/1967,Male,Valencia,183.1395,63,false
3704179930,Clareta,Pruvost,cpruvost97@examiner.com,8/16/1972,Female,Madrid,173.5467,113,false
4971986677,Alessandra,Hurdidge,ahurdidge98@boston.com,5/19/1942,Female,Madrid,137.9556,84,false
,Reinwald,Braisby,rbraisby99@google.com.br,8/17/1960,Male,Sevilla,172.546,74,false
,Wilt,Lynde,wlynde9a@europa.eu,,Male,Madrid,182.5016,77,false
9865577682,Antone,Osichev,aosichev9b@topsy.com,8/7/1976,Male,Barcelona,96.3702,117,false
9415477180,Cristin,Aldersey,caldersey9c@hhs.gov,7/13/1963,Female,Bilbao,103.8787,85,true
7434431822,Barton,Delhanty,bdelhanty9d@cyberchimps.com,12/22/1974,Male,Barcelona,174.3763,68,true
8258896490,Marisa,Scroggie,mscroggie9e@plala.or.jp,3/28/1956,Female,Sevilla,133.4481,82,true
8038362969,Roxane,Gaughan,rgaughan9f@google.com.au,5/10/1973,Female,Valencia,151.0224,79,true
4490887213,Darell,Taber,dtaber9g@nature.com,8/27/1968,Female,Madrid,101.0181,101,true
8884190525,Rudiger,Orrocks,rorrocks9h@businessinsider.com,5/7/1942,Male,Valencia,129.7093,87,false
0775928194,Wendi,Hannigan,whannigan9i@artisteer.com,11/13/1958,Female,Valencia,165.2709,99,false
9734467832,Karola,Rome,krome9j@printfriendly.com,4/7/1953,Female,Barcelona,119.1687,63,true
0850431794,Lowrance,MacBey,lmacbey9k@twitpic.com,1/30/1946,Male,Sevilla,117.1719,87,true
5946119966,Calla,Adanet,cadanet9l@bandcamp.com,12/13/1979,Female,Valencia,92.4205,62,false
5967517715,Parker,Chidzoy,pchidzoy9m@list-manage.com,8/23/1970,Male,Barcelona,70.281,63,true
6577293309,Kendra,Petrozzi,kpetrozzi9n@wikispaces.com,5/21/1953,Female,Madrid,154.6852,94,true
9889589257,Goldy,Demsey,gdemsey9o@arstechnica.com,2/10/1973,,,90.4633,115,true
,Darcee,Burwell,dburwell9p@dailymail.co.uk,11/15/1948,Female,Valencia,86.002,92,true
4225589625,Garland,Seckom,gseckom9q@sina.com.cn,3/4/1960,Female,Bilbao,133.6438,75,
4445038199,Mufinella,MacAfee,mmacafee9r@t-online.de,5/29/1973,Female,Bilbao,189.2881,99,
3806983518,Lorinda,Bawle,lbawle9s@exblog.jp,4/4/1959,Female,Sevilla,83.3661,76,true
3191892907,Robb,Gemnett,rgemnett9t@berkeley.edu,4/24/1973,Male,Sevilla,146.8344,119,true
5494434850,Natty,Mateiko,nmateiko9u@google.com,1/7/1944,Female,Bilbao,181.6166,115,true
7557772288,Kimmie,Dunrige,kdunrige9v@plala.or.jp,6/24/1945,Female,Bilbao,115.2067,87,true
5576975189,James,Moller,jmoller9w@bloglovin.com,5/17/1958,Male,Barcelona,188.5375,85,false
9846946422,Aggy,Humbert,ahumbert9x@bbc.co.uk,7/10/1956,Female,Valencia,117.7453,100,false
9382809732,Ham,Archbutt,harchbutt9y@ed.gov,12/7/1970,Male,Madrid,94.629,90,true
2691385752,Elia,Jakubczyk,ejakubczyk9z@bbb.org,4/14/1967,Male,Madrid,72.9485,91,true
1478250127,Reece,Capron,rcaprona0@icq.com,5/5/1942,Male,Valencia,126.6299,111,
4507347599,Erroll,Gibling,egiblinga1@npr.org,5/29/1970,Male,Sevilla,187.5438,108,false
7242572282,Laetitia,Tonna,ltonnaa2@t.co,12/7/1945,,,120.3903,78,false
6211608349,Kendell,Linham,klinhama3@histats.com,5/28/1958,Male,Bilbao,157.5965,88,false
4210244104,Shandee,Rylands,srylandsa4@illinois.edu,12/19/1963,Female,Sevilla,85.4879,111,true
9497338902,Matias,Dorracott,mdorracotta5@tamu.edu,2/6/1947,Male,Bilbao,166.0064,86,true
7838919614,Neale,Taggert,ntaggerta6@bloglines.com,12/7/1961,Male,Valencia,155.0831,92,true
7587130675,Aleksandr,Rounsefell,arounsefella7@guardian.co.uk,1/7/1965,Male,Barcelona,95.5301,108,false
9300309498,Annabelle,Fonzo,afonzoa8@360.cn,6/12/1944,Female,Barcelona,142.4708,119,false
2607241162,Randi,De Benedictis,rdebenedictisa9@seesaa.net,12/8/1965,Female,Madrid,139.3655,93,true
3434487522,Tiebout,Tonsley,ttonsleyaa@ustream.tv,8/28/1953,Male,Barcelona,115.2462,90,
2068068826,Ivar,Barabich,ibarabichab@hp.com,1/10/1946,Male,Barcelona,133.791,81,true
3237865028,Charlie,Dakhov,cdakhovac@skyrock.com,11/27/1952,Male,Sevilla,136.6557,92,true
5619488373,Shalne,Bingall,sbingallad@reference.com,6/25/1952,Female,Bilbao,86.3206,76,true
0161682014,Roman,Gregory,rgregoryae@usda.gov,10/29/1948,Male,Madrid,164.9096,71,false
7255613500,Juieta,Mandal,jmandalaf@booking.com,3/7/1953,Female,Barcelona,80.1976,60,false
5287056052,Alfy,Putterill,aputterillag@bravesites.com,6/10/1942,Male,Sevilla,165.0521,70,true
2878135768,Lammond,O'Loughlin,loloughlinah@amazon.co.uk,10/6/1957,Male,Sevilla,70.1144,116,true
4727418835,Beniamino,Marquis,bmarquisai@nba.com,10/29/1958,Male,Barcelona,181.3373,83,false
3532902346,Trevor,Whate,twhateaj@hp.com,7/15/1945,Male,Barcelona,183.4725,92,
0854684387,Brandea,Swindley,bswindleyak@google.co.jp,4/28/1962,Female,Barcelona,147.1517,76,
7902991481,Hugues,Sarfas,hsarfasal@washington.edu,5/27/1953,Male,Madrid,161.5418,62,false
2896064869,Arlana,Mincini,aminciniam@plala.or.jp,,Female,Valencia,184.0304,97,true
6740160961,Rosie,Ramos,rramosan@ucoz.com,3/1/1967,Female,Barcelona,144.6231,72,false
9503524776,Raffaello,Merill,rmerillao@soup.io,8/28/1946,Male,Bilbao,160.1932,96,true
5713754480,Shanna,Painswick,spainswickap@theguardian.com,1/29/1948,Female,Valencia,172.8363,77,false
8182928176,Selinda,Colmore,scolmoreaq@newyorker.com,7/23/1959,Female,Madrid,113.3555,110,true
7224422495,Wallace,Stonebridge,wstonebridgear@php.net,9/24/1960,Male,Valencia,116.6911,101,true
7661118017,Tess,Kneeshaw,tkneeshawas@blinklist.com,7/8/1975,Female,Valencia,111.2128,120,false
1814670629,Aleece,Itter,aitterat@jigsy.com,5/31/1977,Female,Valencia,91.8605,109,true
1660669642,Hillery,Rowling,hrowlingau@xinhuanet.com,9/8/1951,Male,Madrid,94.5507,105,false
4832563092,Penelopa,Choake,pchoakeav@godaddy.com,,Female,Barcelona,112.6872,114,true
7499125629,Chen,O'Cooney,cocooneyaw@naver.com,9/10/1968,Male,Madrid,134.49,83,true
8441355185,Romonda,Campanelle,rcampanelleax@seesaa.net,2/28/1952,Female,Barcelona,186.5841,108,false
7444627770,Rheta,Nutty,rnuttyay@unesco.org,8/24/1941,Female,Valencia,126.4339,101,true
9493979571,Maren,Logue,mlogueaz@sina.com.cn,10/5/1941,Female,Valencia,163.6621,75,true
0911695265,Bronson,Gerger,bgergerb0@msn.com,4/12/1966,Male,Valencia,92.1886,112,false
5026540406,Gamaliel,Haggarth,ghaggarthb1@paginegialle.it,4/11/1952,Male,Sevilla,102.039,113,true
4133280563,Jobyna,Wisam,jwisamb2@paypal.com,4/22/1961,Female,Bilbao,86.6488,118,false
3842337906,Charles,Tytcomb,ctytcombb3@bizjournals.com,5/18/1946,Male,Valencia,75.176,83,true
9082500256,Crysta,Bankhurst,cbankhurstb4@scribd.com,5/10/1960,Female,Madrid,167.2318,75,true
9705793786,Huberto,Bridat,hbridatb5@si.edu,6/15/1962,Male,Valencia,87.773,88,true
4295533998,Gerick,Rogerot,grogerotb6@nationalgeographic.com,,Male,Bilbao,105.1369,68,true
5381713533,Georgy,Morsley,gmorsleyb7@instagram.com,8/21/1944,Male,Sevilla,151.7028,112,true
6546864673,Chelsae,Davidofski,cdavidofskib8@java.com,12/16/1957,Female,Bilbao,124.1848,85,true
4349251073,Arlin,Trayte,atrayteb9@google.com.hk,4/14/1955,Male,Bilbao,79.7309,65,true
6782812428,Lianne,Turvie,lturvieba@disqus.com,3/5/1968,Female,Sevilla,150.4547,79,true
,Clyde,Orrick,corrickbb@dagondesign.com,11/30/1961,Male,Barcelona,143.1399,90,true
,Yettie,Wrintmore,ywrintmorebc@cnbc.com,3/4/1977,,,122.4109,99,false
0164388761,Hasty,Folshom,hfolshombd@ucoz.com,5/10/1949,Male,Barcelona,105.6711,75,true
4956540973,Hazlett,Coghlin,hcoghlinbe@bbb.org,4/7/1960,Male,Madrid,172.239,75,false
6211768672,Kristen,Aggs,kaggsbf@storify.com,11/17/1969,Female,Valencia,80.7465,94,true
8006408033,Delbert,Richardon,drichardonbg@sitemeter.com,11/18/1949,Male,Sevilla,169.2721,81,true
1139413295,Drew,Trime,dtrimebh@tinyurl.com,12/16/1946,Male,Barcelona,143.6732,68,false
3499545098,Ammamaria,Torbett,atorbettbi@xinhuanet.com,8/10/1943,Female,Madrid,99.0801,92,false
8850266065,Genevra,Leates,gleatesbj@alibaba.com,11/13/1963,Female,Sevilla,153.9573,61,false
5289565531,Arri,Coton,acotonbk@hugedomains.com,6/13/1974,Male,Barcelona,189.4536,71,false
6624883596,Kenyon,McFie,kmcfiebl@newyorker.com,8/31/1940,Male,Bilbao,102.0312,84,false
1292570555,Lida,Glentworth,lglentworthbm@dagondesign.com,1/21/1978,Female,Bilbao,178.4327,82,true
2362334252,Giacopo,Aggas,gaggasbn@drupal.org,11/27/1952,,,96.7456,81,false
7316572671,Averell,Sarjant,asarjantbo@cornell.edu,1/17/1968,Male,Madrid,154.6982,94,true
6389063393,Nadeen,Hallede,nhalledebp@oakley.com,12/23/1942,Female,Barcelona,168.5039,76,
6894231893,Dorthea,Yansons,dyansonsbq@delicious.com,12/18/1963,Female,Sevilla,98.5908,64,false
7061062894,Helena,Reeken,hreekenbr@arizona.edu,8/9/1965,Female,Madrid,117.7545,90,true
9648101396,Gallagher,Fidell,gfidellbs@oaic.gov.au,,Male,Sevilla,82.1148,99,true
4771310572,Loy,Webburn,lwebburnbt@163.com,10/4/1953,Male,Sevilla,189.2859,97,true
1363962396,Quintin,Mustard,qmustardbu@cmu.edu,3/2/1954,Male,Valencia,109.3617,97,true
7868861576,Lemmie,Pimblett,lpimblettbv@google.ca,2/19/1976,Male,Bilbao,168.0091,99,true
2450533982,Sauncho,Powlesland,spowleslandbw@cornell.edu,5/1/1955,Male,Madrid,96.2188,63,true
5354016282,Marrissa,Gravenor,mgravenorbx@usgs.gov,12/22/1964,Female,Barcelona,185.7527,85,false
1031456767,Durant,Besnard,dbesnardby@shop-pro.jp,5/30/1952,Male,Madrid,147.5378,109,false
2265902063,Marjie,Craine,mcrainebz@chronoengine.com,8/5/1957,Female,Barcelona,152.425,75,true
7499359484,Clarice,Gley,cgleyc0@pcworld.com,9/22/1951,Female,Bilbao,93.8415,77,false
3257256264,Christel,Strelitzer,cstrelitzerc1@nsw.gov.au,2/19/1956,Female,Sevilla,158.4918,74,true
7937785640,Aila,Yallowley,ayallowleyc2@icq.com,3/3/1968,Female,Bilbao,129.6877,70,true
8872578949,Nicolai,Inglefield,ninglefieldc3@blogger.com,7/18/1957,Male,Madrid,73.1891,68,false
8719959923,Zebulen,Arbuckel,zarbuckelc4@japanpost.jp,9/16/1958,Male,Valencia,70.345,70,false
8088565456,Pam,Renwick,prenwickc5@naver.com,10/12/1950,Female,Bilbao,156.3942,98,true
0160265568,Ulises,Boardman,uboardmanc6@domainmarket.com,11/26/1970,Male,Barcelona,153.108,117,false
4560481911,Salim,Decreuze,sdecreuzec7@weather.com,,Male,Sevilla,145.3359,111,true
8367345320,Etta,Balaisot,ebalaisotc8@slideshare.net,4/11/1966,Female,Barcelona,133.1908,111,false
8359214549,Buffy,Stealey,bstealeyc9@domainmarket.com,2/9/1954,Female,Madrid,83.9172,75,true
1623022606,Winfred,Lodder,wlodderca@pagesperso-orange.fr,10/5/1962,Male,Sevilla,141.4077,75,true
7963270962,Edin,Monger,emongercb@xinhuanet.com,7/17/1979,Female,Bilbao,169.7264,67,false
6165609260,Nero,Davana,ndavanacc@answers.com,3/30/1957,Male,Bilbao,145.7008,115,true
1737216094,Dillon,Tolchard,dtolchardcd@deliciousdays.com,7/25/1978,Male,Barcelona,94.7151,84,true
8177184911,Ileane,Legat,ilegatce@unblog.fr,4/29/1969,Female,Sevilla,155.8808,88,false
4051965740,Nathanil,Bestwall,nbestwallcf@tinyurl.com,12/8/1974,Male,Madrid,180.9916,79,true
1076554059,Franny,Faltin,ffaltincg@360.cn,11/13/1963,Male,Bilbao,75.3769,70,false
9758897888,Jillian,Magowan,jmagowanch@topsy.com,5/20/1949,Female,Valencia,76.9641,71,true
9472432093,Indira,Pettiward,ipettiwardci@constantcontact.com,1/11/1978,Female,Madrid,84.6168,109,true
5619890457,Lion,Greed,lgreedcj@purevolume.com,8/31/1948,Male,Barcelona,167.2604,66,true
4766439228,Ulrike,Cheverton,uchevertonck@vk.com,7/13/1970,Female,Bilbao,80.5647,91,true
1258726580,Farlay,Jakeman,fjakemancl@apple.com,1/1/1974,Male,Barcelona,78.6999,99,false
0955313325,Karyn,St Ledger,kstledgercm@cbsnews.com,11/5/1968,Female,Barcelona,85.2093,95,false
1128490013,Collete,Autrie,cautriecn@geocities.jp,5/2/1965,Female,Bilbao,187.341,92,false
4621437798,Christy,Dederich,cdederichco@tiny.cc,5/27/1977,Female,Sevilla,80.8141,86,true
9046638952,Ben,MacKee,bmackeecp@theguardian.com,10/15/1969,Male,Barcelona,73.8872,115,false
3587340072,Inesita,Sandes,isandescq@sourceforge.net,6/22/1963,Female,Barcelona,176.0608,92,true
5387500523,Petronille,Braunroth,pbraunrothcr@opera.com,4/7/1945,Female,Barcelona,153.1841,81,true
7716430904,Erl,Bontine,ebontinecs@histats.com,12/12/1953,Male,Barcelona,75.8775,109,false
5995845195,Norbie,Slowly,nslowlyct@ocn.ne.jp,6/3/1951,Male,Bilbao,121.3215,68,false
9984478246,Anna-diane,Geary,agearycu@marketwatch.com,6/28/1969,Female,Sevilla,108.8524,100,true
5622571359,Britte,Duncklee,bdunckleecv@nytimes.com,11/28/1945,Female,Barcelona,151.1141,99,false
9287648840,Deeann,Puttergill,dputtergillcw@sfgate.com,2/20/1942,Female,Bilbao,103.4902,118,true
5808371406,Kayla,Eckly,kecklycx@pbs.org,4/30/1963,Female,Madrid,77.8688,99,false
5045591274,Mira,Aronson,maronsoncy@ezinearticles.com,8/16/1969,Female,Madrid,164.5918,116,false
8353868490,Deanne,Escot,descotcz@bluehost.com,1/29/1952,Female,Madrid,182.038,79,false
8461402839,Marty,Guyet,mguyetd0@opensource.org,10/14/1959,Male,Sevilla,99.5127,74,false
2254786873,Cob,Gredden,cgreddend1@zdnet.com,,Male,Barcelona,174.0005,110,true
0223682152,Ardra,Tollerton,atollertond2@geocities.jp,5/5/1944,Female,Sevilla,124.5998,105,false
4652882475,Ade,Ranscombe,aranscombed3@alibaba.com,2/23/1975,Male,Madrid,128.3838,67,false
,Carrissa,Gilyatt,cgilyattd4@accuweather.com,11/12/1970,Female,Barcelona,132.9436,114,true
3319031570,Rakel,Jeacop,rjeacopd5@mtv.com,4/26/1974,Female,Sevilla,153.8881,101,false
9842303551,Mayer,Esmonde,mesmonded6@forbes.com,7/8/1977,Male,Bilbao,150.6106,115,true
1568390955,Erminie,Oakenfull,eoakenfulld7@gov.uk,7/16/1970,Female,Bilbao,75.7061,86,false
0591789604,Annetta,Minchinton,aminchintond8@imageshack.us,1/21/1980,Female,Bilbao,72.4926,97,true
3536446094,Herbert,Holtham,hholthamd9@w3.org,7/20/1957,Male,Madrid,152.6161,70,true
8828711809,Anastasie,Stannis,astannisda@printfriendly.com,7/6/1977,Female,Madrid,144.5471,79,true
7683550973,Baudoin,Vial,bvialdb@boston.com,2/13/1955,Male,Valencia,120.7101,70,false
2255244128,Kin,Neilson,kneilsondc@va.gov,6/23/1978,Male,Madrid,84.3841,95,true
1317927656,Louis,De Simoni,ldesimonidd@ow.ly,5/27/1977,Male,Sevilla,151.4802,100,false
2658913915,Vasily,Frome,vfromede@buzzfeed.com,2/2/1968,Male,Bilbao,84.7874,113,false
9172728876,Gisella,Witul,gwituldf@apple.com,,Female,Barcelona,95.6994,84,
1901506800,Chico,Gallienne,cgalliennedg@artisteer.com,10/24/1958,Male,Bilbao,126.5652,119,true
2704436630,Lucius,Jandl,ljandldh@ocn.ne.jp,1/1/1959,Male,Madrid,114.282,114,false
3052941984,Andrej,Leak,aleakdi@devhub.com,2/28/1957,Male,Barcelona,156.9172,77,true
9518466483,Brandice,Attawell,battawelldj@eventbrite.com,7/10/1960,Female,Bilbao,124.9685,106,false
,Mandel,Barsam,mbarsamdk@admin.ch,9/2/1952,Male,Barcelona,141.4822,90,false
5519077614,Boone,Goodwin,bgoodwindl@hexun.com,3/23/1944,Male,Madrid,154.309,64,false
6146159190,Maurita,Fomichyov,mfomichyovdm@furl.net,5/6/1947,Female,Valencia,184.3111,115,false
0346352851,Sancho,Bazell,sbazelldn@irs.gov,10/8/1961,Male,Valencia,173.828,89,true
9243859110,Hurley,Lambal,hlambaldo@vinaora.com,7/29/1965,Male,Madrid,72.6478,98,true
4531429044,Elias,Antognoni,eantognonidp@examiner.com,7/21/1971,Male,Bilbao,100.0816,101,
3511461626,Christoffer,Goodrich,cgoodrichdq@cmu.edu,12/7/1967,Male,Madrid,80.4339,80,true
5680271648,Trudi,McSorley,tmcsorleydr@sciencedaily.com,2/17/1972,Female,Sevilla,121.2326,92,false
3612667262,Dev,Stebbings,dstebbingsds@elegantthemes.com,10/28/1953,Male,Madrid,98.5287,94,false
9249612885,Odella,MacFadzean,omacfadzeandt@auda.org.au,3/28/1955,Female,Bilbao,173.3704,71,true
0348151179,Abie,Tapin,atapindu@digg.com,8/1/1949,Male,Bilbao,90.4447,75,true
0914828568,Kliment,Dominichetti,kdominichettidv@goo.ne.jp,7/24/1963,Male,Bilbao,162.8124,101,false
1090922221,Westley,Stanway,wstanwaydw@statcounter.com,,Male,Sevilla,145.7898,109,false
9748937844,Bonnie,Bough,bboughdx@nhs.uk,1/24/1951,Female,Barcelona,112.3327,79,false
,Kala,Darkins,kdarkinsdy@github.com,6/25/1962,Female,Sevilla,147.9486,62,false
4695761602,Bobbye,Toffolo,btoffolodz@prweb.com,1/10/1979,Female,Madrid,183.9712,106,true
0413454231,Base,Silson,bsilsone0@redcross.org,8/19/1967,Male,Sevilla,140.6957,72,true
9972927881,Bradley,O'Mailey,bomaileye1@slate.com,4/7/1956,Male,Barcelona,126.7853,77,false
2190596173,Richy,Suggett,rsuggette2@yahoo.com,,Male,Valencia,119.3493,86,false
6695451621,Virge,Lay,vlaye3@wikia.com,,Male,Madrid,110.8218,97,true
8898089740,Parnell,Ivanov,pivanove4@ameblo.jp,4/27/1975,Male,Valencia,126.0811,92,true
1579587801,Hinze,Marney,hmarneye5@home.pl,7/12/1946,Male,Barcelona,134.8225,69,false
8945918469,Ingelbert,Duddin,iduddine6@rakuten.co.jp,3/19/1966,Male,Sevilla,75.1109,109,true
8549587389,Myrvyn,Matieu,mmatieue7@feedburner.com,9/2/1959,Male,Madrid,157.0681,116,true
5662792178,Maribeth,Lewcock,mlewcocke8@phpbb.com,8/3/1956,Female,Barcelona,142.2249,91,true
8397651683,Gabriello,Shevelin,gsheveline9@uol.com.br,11/19/1945,Male,Sevilla,104.0107,101,false
6460540721,Cesar,Dimsdale,cdimsdaleea@skype.com,12/23/1950,Male,Sevilla,183.8825,63,false
4488364136,Gal,Jaume,gjaumeeb@discuz.net,6/25/1940,Male,Sevilla,179.1528,78,true
4044980012,Bear,Polak,bpolakec@seattletimes.com,8/19/1955,Male,Sevilla,107.6334,120,true
2609892896,Ashlan,Stoacley,astoacleyed@gnu.org,3/18/1977,Female,Bilbao,129.2599,79,true
1404706917,Odey,Sheach,osheachee@sciencedirect.com,9/23/1971,Male,Valencia,89.0867,89,true
7668503102,Aurea,Vasilchikov,avasilchikovef@newsvine.com,7/5/1944,Female,Valencia,118.373,74,true
4558768559,Jamil,Swatman,jswatmaneg@cnn.com,10/4/1958,,,128.9146,73,true
5471872576,Florentia,Berthelet,fbertheleteh@samsung.com,8/25/1975,Female,Sevilla,170.2571,109,false
0239115872,Cairistiona,Cajkler,ccajklerei@ucsd.edu,5/21/1955,Female,Barcelona,133.4967,100,true
0675728738,Katey,Hartell,khartellej@google.it,3/31/1961,Female,Barcelona,147.1927,107,false
